Measurement date,SO2,NO2,O3,CO,PM10,PM2.5,precipitation,wind_speed,wind_direction,humidity,local pressure,ground_temperature
1516446000000000000,0.009,0.055,0.008,0.9,BAD,39.0,0.0,1.8,180.0,59.0,1012.5,0.3
1516449600000000000,0.008,0.046,0.013,1.0,BAD,35.0,0.0,2.6,200.0,55.0,1011.9,1.5
1516453200000000000,0.006,0.044,0.015,0.9,NORMAL,40.0,0.0,3.0,270.0,55.0,1011.5,2.8
1516456800000000000,0.0069999999999999,0.036,0.026,0.9,NORMAL,48.0,0.0,3.2,320.0,61.0,1010.8,1.9
1516460400000000000,0.0069999999999999,0.036,0.028,1.0,NORMAL,56.0,0.0,3.0,270.0,55.0,1010.5,2.4
1516464000000000000,0.006,0.032,0.034,1.1,GOOD,75.0,0.0,3.0,270.0,42.0,1010.2,2.4
1516467600000000000,0.005,0.042,0.03,1.2,GOOD,87.0,0.0,1.8,270.0,53.0,1010.3,0.8
1516471200000000000,0.005,0.046,0.029,1.2,GOOD,107.0,0.0,3.2,290.0,55.0,1011.1,0.0
1516474800000000000,0.004,0.053,0.021,1.3,GOOD,122.0,0.0,1.7,270.0,66.0,1012.0,0.0
1516478400000000000,0.004,0.047,0.026,1.2,GOOD,133.0,0.0,1.2,320.0,66.0,1012.4,0.0
1516482000000000000,0.005,0.038,0.028,0.9,GOOD,104.0,0.0,2.8,340.0,48.0,1012.7,-0.2
1516485600000000000,0.004,0.04,0.023,0.9,GOOD,75.0,0.0,2.4,340.0,48.0,1013.1,-0.4
1516489200000000000,0.004,0.029,0.027,0.7,GOOD,67.0,0.0,1.7,290.0,53.0,1013.3,-0.5
1516492800000000000,0.004,0.024,0.031,0.3,GOOD,54.0,0.0,1.9,290.0,60.0,1013.3,-0.6
1516496400000000000,0.004,0.02,0.032,0.3,NORMAL,50.0,0.0,0.4,0.0,58.0,1013.6,-0.9
1516500000000000000,0.003,0.025,0.027,0.3,NORMAL,45.0,0.0,1.0,290.0,63.0,1013.8,-1.3
1516503600000000000,0.003,0.032,0.021,0.5,NORMAL,48.0,0.0,0.5,340.0,60.0,1013.8,-1.6
1516507200000000000,0.003,0.026,0.024,0.4,NORMAL,51.0,0.0,0.7,360.0,47.0,1013.5,-1.9
1516510800000000000,0.003,0.044,0.009,0.6,BAD,41.0,0.0,1.1,340.0,49.0,1013.3,-2.2
1516514400000000000,0.003,0.049,0.003,1.0,NORMAL,54.0,0.0,1.4,290.0,54.0,1013.4,-2.5
1516518000000000000,0.003,0.049,0.003,1.0,NORMAL,55.0,0.0,1.2,290.0,54.0,1013.6,-2.8
1516521600000000000,0.003,0.047,0.005,1.0,NORMAL,53.0,0.0,0.5,360.0,53.0,1013.5,-2.9
1516525200000000000,0.004,0.043,0.0069999999999999,1.0,NORMAL,52.0,0.0,0.8,20.0,46.0,1014.4,-2.0
1516528800000000000,0.005,0.039,0.013,0.9,NORMAL,50.0,0.0,0.8,20.0,37.0,1014.6,-0.3
1516532400000000000,0.005,0.04,0.016,0.9,BAD,45.0,0.0,1.0,200.0,25.0,1014.8,0.0
1516536000000000000,0.005,0.042,0.014,0.5,BAD,44.0,0.0,1.6,270.0,30.0,1014.3,0.6
1516539600000000000,0.005,0.037,0.019,0.3,VERY BAD,29.0,0.0,2.0,230.0,22.0,1013.4,1.4
1516543200000000000,0.004,0.034,0.021,0.2,VERY BAD,23.0,0.0,1.2,290.0,18.0,1012.1,2.2
1516546800000000000,0.003,0.03,0.023,0.1,VERY BAD,19.0,0.0,2.2,270.0,20.0,1012.5,2.1
1516550400000000000,0.003,0.03,0.023,0.1,VERY BAD,17.0,0.0,2.1,320.0,17.0,1012.0,0.8
1516554000000000000,0.003,0.034,0.019,0.2,VERY BAD,14.0,0.0,1.3,290.0,20.0,1011.4,0.0
1516557600000000000,0.003,0.037,0.014,0.5,VERY BAD,17.0,0.0,2.0,320.0,24.0,1011.7,0.0
1516561200000000000,0.003,0.05,0.008,0.6,VERY BAD,17.0,0.0,1.3,290.0,25.0,1011.7,-0.2
1516564800000000000,0.003,0.047,0.0069999999999999,0.6,VERY BAD,18.0,0.0,0.4,0.0,27.0,1011.8,-0.4
1516568400000000000,0.003,0.054,0.004,0.7,VERY BAD,15.0,0.0,0.5,340.0,29.0,1011.3,-0.4
1516572000000000000,0.004,0.054,0.003,0.8,VERY BAD,19.0,0.0,0.7,20.0,32.0,1010.8,-0.5
1516575600000000000,0.004,0.053,0.003,0.9,VERY BAD,21.0,0.0,0.6,320.0,32.0,1010.6,-0.5
1516579200000000000,0.004,0.051,0.003,0.7,VERY BAD,23.0,0.0,0.4,0.0,30.0,1010.0,-0.7
1516582800000000000,0.003,0.049,0.003,0.7,VERY BAD,22.0,0.0,0.7,20.0,32.0,1009.4,-0.7
1516586400000000000,0.003,0.046,0.003,0.7,VERY BAD,24.0,0.0,1.4,290.0,33.0,1009.4,-0.8
1516590000000000000,0.003,0.042,0.004,0.7,VERY BAD,21.0,0.0,0.3,0.0,31.0,1009.5,-0.7
1516593600000000000,0.003,0.044,0.004,0.6,VERY BAD,22.0,0.0,0.4,0.0,32.0,1009.0,-0.7
1516597200000000000,0.003,0.046,0.003,0.8,VERY BAD,22.0,0.0,0.7,360.0,32.0,1008.9,-0.7
1516600800000000000,0.003,0.046,0.003,0.7,VERY BAD,24.0,0.0,0.4,0.0,33.0,1008.0,-0.8
1516604400000000000,0.004,0.05,0.003,0.7,VERY BAD,23.0,0.0,1.0,20.0,34.0,1007.6,-1.3
1516608000000000000,0.005,0.051,0.003,0.8,VERY BAD,23.0,0.0,0.5,70.0,32.0,1007.4,-1.0
1516611600000000000,0.004,0.046,0.004,0.7,VERY BAD,26.0,0.0,0.8,50.0,33.0,1006.8,-0.5
1516615200000000000,0.005,0.046,0.0069999999999999,0.7,VERY BAD,30.0,0.0,0.7,110.0,31.0,1006.3,-0.1
1516618800000000000,0.005,0.046,0.008,0.7,VERY BAD,35.0,0.0,0.9,90.0,27.0,1005.3,0.0
1516622400000000000,0.005,0.056,0.005,0.8,BAD,43.0,0.0,0.9,90.0,28.0,1004.0,0.6
1516626000000000000,0.004,0.054,0.009,0.8,BAD,41.0,0.0,0.6,290.0,33.0,1002.6,0.3
1516629600000000000,0.004,0.052,0.013,0.8,VERY BAD,34.0,0.0,0.4,0.0,73.0,1001.6,0.5
1516633200000000000,0.003,0.054,0.012,1.0,VERY BAD,35.0,0.0,1.8,250.0,69.0,1001.1,0.3
1516636800000000000,0.003,0.061,0.0069999999999999,1.2,VERY BAD,37.0,0.0,1.9,290.0,87.0,1001.2,0.0
1516640400000000000,0.002,0.067,0.003,1.3,VERY BAD,33.0,0.0,1.2,200.0,93.0,1001.0,0.0
1516644000000000000,0.003,0.066,0.003,0.9,VERY BAD,28.0,3.3,3.0,290.0,96.0,1001.1,0.0
1516647600000000000,0.003,0.055,0.004,0.8,VERY BAD,27.0,0.0,3.2,320.0,88.0,1002.2,0.0
1516651200000000000,0.002,0.033,0.016,0.6,VERY BAD,23.0,0.0,2.9,290.0,85.0,1003.2,0.0
1516654800000000000,0.002,0.03,0.018,0.5,VERY BAD,27.0,0.0,2.9,270.0,85.0,1004.3,0.0
1516658400000000000,0.003,0.025,0.019,0.5,VERY BAD,41.0,0.0,3.9,290.0,81.0,1005.2,0.0
1516662000000000000,0.002,0.017,0.029,0.4,VERY BAD,47.0,0.0,2.9,290.0,79.0,1006.2,-0.2
1516665600000000000,0.002,0.014,0.031,0.5,VERY BAD,38.0,0.0,3.8,290.0,77.0,1006.7,-0.6
1516669200000000000,0.002,0.012,0.032,0.4,VERY BAD,23.0,0.0,3.1,290.0,76.0,1007.0,-0.8
1516672800000000000,0.003,0.011,0.033,0.3,VERY BAD,17.0,0.0,3.9,290.0,65.0,1007.6,-1.4
1516676400000000000,0.002,0.011,0.032,0.3,VERY BAD,11.0,0.0,3.3,270.0,68.0,1008.3,-2.0
1516680000000000000,0.002,0.01,0.032,0.3,VERY BAD,11.0,0.0,4.3,290.0,49.0,1008.7,-2.9
1516683600000000000,0.002,0.012,0.031,0.2,VERY BAD,8.0,0.0,3.0,320.0,46.0,1009.4,-3.6
1516687200000000000,0.003,0.014,0.029,0.3,VERY BAD,8.0,0.0,3.2,290.0,47.0,1010.7,-4.3
1516690800000000000,0.003,0.018,0.026,0.2,VERY BAD,6.0,0.0,4.5,290.0,41.0,1011.9,-5.3
1516694400000000000,0.002,0.019,0.024,0.3,VERY BAD,11.0,0.0,4.0,290.0,41.0,1013.2,-5.8
1516698000000000000,0.0,0.0,0.0,0.0,VERY BAD,0.0,0.0,3.5,320.0,36.0,1014.2,-5.8
1516701600000000000,0.002,0.013,0.03,0.3,VERY BAD,7.0,0.0,3.5,290.0,34.0,1015.2,-3.9
1516705200000000000,0.002,0.011,0.03,0.3,VERY BAD,6.0,0.0,4.0,320.0,27.0,1015.5,-2.9
1516708800000000000,0.002,0.009,0.032,0.3,VERY BAD,8.0,0.0,3.7,290.0,27.0,1015.1,-2.1
1516712400000000000,0.002,0.012,0.032,0.3,VERY BAD,7.0,0.0,4.0,320.0,27.0,1014.2,-1.8
1516716000000000000,0.002,0.013,0.032,0.4,VERY BAD,9.0,0.0,4.3,320.0,30.0,1013.7,-1.8
1516719600000000000,0.003,0.014,0.03,0.4,VERY BAD,10.0,0.0,3.6,290.0,32.0,1013.5,-2.0
1516723200000000000,0.003,0.014,0.03,0.3,VERY BAD,13.0,0.0,4.3,320.0,34.0,1013.2,-3.3
1516726800000000000,0.003,0.018,0.027,0.4,VERY BAD,13.0,0.0,3.5,290.0,38.0,1013.4,-4.7
1516730400000000000,0.003,0.025,0.021,0.4,VERY BAD,15.0,0.0,2.4,270.0,43.0,1013.6,-5.8
1516734000000000000,0.003,0.023,0.021,0.4,VERY BAD,13.0,0.0,3.2,290.0,47.0,1014.0,-6.7
1516737600000000000,0.002,0.018,0.025,0.4,VERY BAD,12.0,0.0,3.0,290.0,52.0,1014.4,-7.3
1516741200000000000,0.002,0.015,0.026,0.5,VERY BAD,13.0,0.0,4.1,320.0,49.0,1014.9,-7.9
1516744800000000000,0.003,0.014,0.027,0.4,VERY BAD,12.0,0.0,4.0,290.0,45.0,1015.5,-8.5
1516748400000000000,0.002,0.013,0.028,0.4,VERY BAD,12.0,0.0,4.0,320.0,38.0,1016.5,-9.0
1516752000000000000,0.003,0.012,0.029,0.4,VERY BAD,12.0,0.0,3.9,320.0,34.0,1016.8,-9.4
1516755600000000000,0.003,0.011,0.03,0.4,VERY BAD,10.0,0.0,2.5,290.0,31.0,1017.0,-9.7
1516759200000000000,0.004,0.01,0.03,0.4,VERY BAD,10.0,0.0,3.1,290.0,32.0,1017.2,-9.9
1516762800000000000,0.004,0.011,0.029,0.4,VERY BAD,12.0,0.0,3.4,290.0,30.0,1017.7,-10.0
1516766400000000000,0.004,0.011,0.029,0.3,VERY BAD,12.0,0.0,2.5,290.0,30.0,1017.7,-10.2
1516770000000000000,0.003,0.013,0.028,0.3,VERY BAD,11.0,0.0,3.7,290.0,29.0,1017.9,-10.5
1516773600000000000,0.003,0.015,0.026,0.4,VERY BAD,9.0,0.0,2.5,290.0,29.0,1018.0,-10.6
1516777200000000000,0.003,0.022,0.021,0.4,VERY BAD,9.0,0.0,3.0,360.0,30.0,1018.2,-10.9
1516780800000000000,0.004,0.021,0.021,0.4,VERY BAD,8.0,0.0,1.6,320.0,30.0,1018.5,-10.9
1516784400000000000,0.004,0.016,0.026,0.4,VERY BAD,8.0,0.0,3.4,320.0,27.0,1018.8,-10.3
1516788000000000000,0.003,0.014,0.028,0.4,VERY BAD,6.0,0.0,4.6,320.0,24.0,1019.2,-7.7
1516791600000000000,0.003,0.012,0.03,0.3,VERY BAD,8.0,0.0,3.8,320.0,25.0,1019.1,-5.3
1516795200000000000,0.003,0.01,0.033,0.3,VERY BAD,9.0,0.0,4.0,290.0,26.0,1018.8,-3.6
1516798800000000000,0.002,0.01,0.034,0.3,VERY BAD,8.0,0.0,6.0,320.0,25.0,1018.0,-3.3
1516802400000000000,0.005,0.011,0.032,0.3,VERY BAD,8.0,0.0,3.8,290.0,26.0,1017.6,-2.4
1516806000000000000,0.005,0.013,0.032,0.3,VERY BAD,7.0,0.0,3.8,290.0,29.0,1017.5,-2.7
1516809600000000000,0.005,0.014,0.031,0.3,VERY BAD,7.0,0.0,4.7,320.0,30.0,1017.3,-4.3
1516813200000000000,0.004,0.018,0.028,0.3,VERY BAD,10.0,0.0,3.5,290.0,26.0,1017.7,-6.4
1516816800000000000,0.004,0.021,0.025,0.4,VERY BAD,9.0,0.0,3.4,320.0,29.0,1017.3,-8.0
1516820400000000000,0.005,0.024,0.023,0.4,VERY BAD,8.0,0.0,2.2,360.0,32.0,1017.7,-9.0
1516824000000000000,0.005,0.026,0.021,0.5,VERY BAD,9.0,0.0,1.3,270.0,37.0,1018.4,-9.6
1516827600000000000,0.004,0.025,0.02,0.5,VERY BAD,11.0,0.0,3.2,320.0,40.0,1019.0,-10.2
1516831200000000000,0.005,0.021,0.022,0.5,VERY BAD,14.0,0.0,4.0,340.0,45.0,1019.3,-10.7
1516834800000000000,0.005,0.016,0.027,0.4,VERY BAD,12.0,0.0,3.6,340.0,43.0,1019.2,-11.1
1516838400000000000,0.005,0.013,0.029,0.4,VERY BAD,14.0,0.0,3.8,340.0,43.0,1019.3,-11.4
1516842000000000000,0.005,0.014,0.029,0.4,VERY BAD,11.0,0.0,2.2,340.0,42.0,1019.4,-11.2
1516845600000000000,0.005,0.015,0.028,0.4,VERY BAD,12.0,0.0,1.3,360.0,42.0,1019.7,-11.0
1516849200000000000,0.005,0.013,0.028,0.4,VERY BAD,10.0,0.0,1.9,340.0,40.0,1019.7,-11.2
1516852800000000000,0.005,0.016,0.025,0.5,VERY BAD,11.0,0.0,2.4,320.0,37.0,1020.0,-11.1
1516856400000000000,0.005,0.017,0.024,0.5,VERY BAD,12.0,0.0,2.7,290.0,37.0,1019.5,-11.0
1516860000000000000,0.005,0.021,0.022,0.5,VERY BAD,12.0,0.0,3.0,340.0,33.0,1019.7,-11.7
1516863600000000000,0.005,0.028,0.017,0.4,VERY BAD,11.0,0.0,2.2,320.0,33.0,1020.2,-11.8
1516867200000000000,0.005,0.026,0.017,0.5,VERY BAD,11.0,0.0,3.3,320.0,32.0,1021.2,-11.8
1516870800000000000,0.006,0.022,0.02,0.5,VERY BAD,10.0,0.0,2.9,340.0,33.0,1021.3,-10.9
1516874400000000000,0.005,0.019,0.023,0.5,VERY BAD,9.0,0.0,2.4,290.0,33.0,1021.1,-8.4
1516878000000000000,0.005,0.015,0.027,0.5,VERY BAD,11.0,0.0,3.5,290.0,25.0,1021.2,-5.4
1516881600000000000,0.005,0.016,0.028,0.4,VERY BAD,12.0,0.0,3.2,340.0,25.0,1019.9,-3.5
1516885200000000000,0.006,0.019,0.027,0.5,VERY BAD,12.0,0.0,3.9,290.0,27.0,1019.0,-1.8
1516888800000000000,0.005,0.017,0.03,0.5,VERY BAD,14.0,0.0,2.3,290.0,25.0,1018.2,-1.0
1516892400000000000,0.005,0.02,0.029,0.5,VERY BAD,11.0,0.0,3.7,270.0,28.0,1018.2,-1.7
1516896000000000000,0.005,0.016,0.031,0.4,VERY BAD,10.0,0.0,2.6,290.0,31.0,1018.0,-2.9
1516899600000000000,0.004,0.019,0.028,0.4,VERY BAD,11.0,0.0,4.0,340.0,32.0,1017.7,-5.2
1516903200000000000,0.005,0.022,0.025,0.4,VERY BAD,10.0,0.0,4.0,320.0,33.0,1017.7,-6.9
1516906800000000000,0.005,0.018,0.026,0.4,VERY BAD,11.0,0.0,3.7,320.0,33.0,1018.4,-8.3
1516910400000000000,0.005,0.017,0.028,0.3,VERY BAD,10.0,0.0,2.4,320.0,33.0,1018.2,-9.3
1516914000000000000,0.005,0.014,0.029,0.3,VERY BAD,10.0,0.0,2.2,340.0,35.0,1018.2,-10.1
1516917600000000000,0.004,0.016,0.027,0.3,VERY BAD,10.0,0.0,2.5,340.0,35.0,1018.1,-10.7
1516921200000000000,0.005,0.016,0.028,0.3,VERY BAD,9.0,0.0,2.8,290.0,35.0,1018.1,-11.1
1516924800000000000,0.005,0.016,0.027,0.5,VERY BAD,13.0,0.0,1.7,320.0,34.0,1018.0,-11.4
1516928400000000000,0.005,0.016,0.026,0.5,VERY BAD,12.0,0.0,1.7,320.0,34.0,1017.8,-11.8
1516932000000000000,0.005,0.014,0.028,0.5,VERY BAD,10.0,0.0,2.2,320.0,33.0,1018.1,-12.1
1516935600000000000,0.005,0.012,0.029,0.5,VERY BAD,13.0,0.0,2.9,320.0,34.0,1018.5,-12.5
1516939200000000000,0.005,0.013,0.028,0.4,VERY BAD,12.0,0.0,1.5,320.0,36.0,1018.3,-12.7
1516942800000000000,0.005,0.014,0.027,0.5,VERY BAD,14.0,0.0,2.3,290.0,38.0,1018.3,-13.0
1516946400000000000,0.005,0.017,0.025,0.4,VERY BAD,12.0,0.0,1.6,270.0,40.0,1018.4,-13.2
1516950000000000000,0.005,0.022,0.02,0.4,VERY BAD,12.0,0.0,3.4,340.0,38.0,1018.8,-13.5
1516953600000000000,0.005,0.022,0.02,0.4,VERY BAD,10.0,0.0,2.5,320.0,40.0,1019.1,-13.6
1516957200000000000,0.006,0.019,0.023,0.4,VERY BAD,15.0,0.0,3.8,320.0,37.0,1019.6,-12.6
1516960800000000000,0.006,0.016,0.025,0.4,VERY BAD,14.0,0.0,3.4,320.0,33.0,1020.0,-9.4
1516964400000000000,0.005,0.015,0.027,0.4,VERY BAD,15.0,0.0,3.3,340.0,31.0,1020.2,-6.6
1516968000000000000,0.006,0.016,0.028,0.5,VERY BAD,19.0,0.0,2.7,340.0,30.0,1019.3,-4.0
1516971600000000000,0.006,0.017,0.028,0.5,VERY BAD,20.0,0.0,2.7,320.0,28.0,1018.6,-2.2
1516975200000000000,0.006,0.02,0.027,0.5,VERY BAD,23.0,0.0,2.5,290.0,27.0,1018.2,-1.2
1516978800000000000,0.006,0.022,0.026,0.5,VERY BAD,4.0,0.0,3.3,290.0,27.0,1017.8,-1.5
1516982400000000000,0.006,0.027,0.023,0.4,VERY BAD,28.0,0.0,2.7,290.0,28.0,1017.6,-3.1
1516986000000000000,0.006,0.029,0.021,0.4,VERY BAD,30.0,0.0,3.3,290.0,31.0,1017.8,-5.7
1516989600000000000,0.006,0.031,0.02,0.6,VERY BAD,26.0,0.0,2.5,320.0,33.0,1018.3,-7.8
1516993200000000000,0.006,0.027,0.021,0.6,VERY BAD,25.0,0.0,2.4,360.0,33.0,1018.4,-9.1
1516996800000000000,0.005,0.028,0.02,0.7,VERY BAD,28.0,0.0,1.7,290.0,35.0,1018.9,-9.9
1517000400000000000,0.006,0.033,0.017,0.6,VERY BAD,28.0,0.0,1.8,340.0,36.0,1019.2,-10.7
1517004000000000000,0.006,0.034,0.016,0.6,VERY BAD,26.0,0.0,1.8,290.0,40.0,1020.0,-11.0
1517007600000000000,0.005,0.038,0.013,0.7,VERY BAD,23.0,0.0,2.7,320.0,38.0,1019.8,-11.5
1517011200000000000,0.005,0.035,0.012,0.6,VERY BAD,27.0,0.0,1.2,290.0,42.0,1020.2,-11.6
1517014800000000000,0.004,0.033,0.014,0.6,VERY BAD,27.0,0.0,0.8,20.0,43.0,1019.8,-12.0
1517018400000000000,0.004,0.029,0.017,0.7,VERY BAD,26.0,0.0,0.6,340.0,43.0,1019.9,-12.2
1517022000000000000,0.005,0.044,0.005,0.8,VERY BAD,27.0,0.0,0.8,320.0,43.0,1020.5,-12.5
1517025600000000000,0.004,0.043,0.005,0.8,VERY BAD,31.0,0.0,0.8,20.0,47.0,1020.3,-12.3
1517029200000000000,0.004,0.043,0.005,0.8,VERY BAD,31.0,0.0,0.8,340.0,45.0,1020.1,-12.6
1517032800000000000,0.005,0.045,0.003,0.8,VERY BAD,33.0,0.0,0.7,360.0,47.0,1020.4,-12.6
1517036400000000000,0.004,0.044,0.003,0.8,VERY BAD,35.0,0.0,1.3,50.0,53.0,1019.9,-12.8
1517040000000000000,0.005,0.032,0.011,0.6,VERY BAD,29.0,0.0,0.9,20.0,58.0,1020.0,-12.7
1517043600000000000,0.005,0.025,0.017,0.6,VERY BAD,25.0,0.0,1.1,20.0,49.0,1020.2,-11.3
1517047200000000000,0.006,0.028,0.02,0.7,VERY BAD,26.0,0.0,0.6,180.0,35.0,1020.3,-7.5
1517050800000000000,0.006,0.024,0.024,0.6,VERY BAD,25.0,0.0,1.1,70.0,33.0,1020.2,-3.9
1517054400000000000,0.006,0.034,0.019,0.7,VERY BAD,29.0,0.0,2.5,180.0,32.0,1019.7,-1.5
1517058000000000000,0.006,0.043,0.015,0.8,VERY BAD,31.0,0.0,2.1,290.0,27.0,1018.2,-0.2
1517061600000000000,0.0069999999999999,0.047,0.014,0.9,VERY BAD,32.0,0.0,2.0,230.0,25.0,1017.0,0.2
1517065200000000000,0.0069999999999999,0.053,0.01,1.0,VERY BAD,37.0,0.0,2.2,180.0,26.0,1016.3,0.3
1517068800000000000,0.006,0.053,0.008,0.8,BAD,38.0,0.0,2.6,270.0,25.0,1016.2,-0.1
1517072400000000000,0.006,0.053,0.0069999999999999,0.8,VERY BAD,32.0,0.0,1.9,270.0,26.0,1015.9,-1.8
1517076000000000000,0.005,0.055,0.003,0.9,VERY BAD,27.0,0.0,3.0,270.0,31.0,1015.4,-3.7
1517079600000000000,0.006,0.059,0.003,0.9,VERY BAD,25.0,0.0,2.0,320.0,33.0,1015.3,-4.8
1517083200000000000,0.006,0.061,0.003,0.9,VERY BAD,27.0,0.0,1.7,290.0,36.0,1014.9,-5.9
1517086800000000000,0.006,0.059,0.003,0.9,VERY BAD,28.0,0.0,2.6,270.0,35.0,1015.6,-6.6
1517090400000000000,0.005,0.054,0.005,0.9,VERY BAD,27.0,0.0,2.3,290.0,43.0,1015.8,-6.1
1517094000000000000,0.005,0.056,0.004,0.9,VERY BAD,25.0,0.0,1.2,270.0,42.0,1014.6,-6.0
1517097600000000000,0.005,0.048,0.006,0.7,VERY BAD,27.0,0.0,2.3,270.0,36.0,1014.3,-5.9
1517101200000000000,0.005,0.049,0.005,0.7,VERY BAD,27.0,0.0,2.4,270.0,45.0,1014.6,-6.0
1517104800000000000,0.005,0.031,0.017,0.7,VERY BAD,27.0,0.0,1.9,320.0,51.0,1014.7,-6.0
1517108400000000000,0.004,0.051,0.005,0.8,VERY BAD,27.0,0.0,1.8,290.0,49.0,1014.2,-5.8
1517112000000000000,0.005,0.051,0.003,0.9,VERY BAD,32.0,0.0,1.6,290.0,37.0,1013.6,-5.7
1517115600000000000,0.005,0.052,0.003,0.9,VERY BAD,28.0,0.0,1.5,290.0,33.0,1012.6,-5.8
1517119200000000000,0.005,0.034,0.012,0.7,VERY BAD,28.0,0.0,1.9,270.0,35.0,1012.3,-6.6
1517122800000000000,0.005,0.047,0.009,0.8,VERY BAD,19.0,0.0,1.9,290.0,39.0,1012.3,-6.9
1517126400000000000,0.005,0.036,0.012,0.7,VERY BAD,27.0,0.0,1.7,290.0,43.0,1012.6,-7.1
1517130000000000000,0.005,0.034,0.016,0.7,VERY BAD,20.0,0.0,1.8,270.0,41.0,1011.9,-6.1
1517133600000000000,0.005,0.029,0.02,0.7,VERY BAD,18.0,0.0,1.9,250.0,35.0,1012.4,-3.4
1517137200000000000,0.006,0.022,0.025,0.6,VERY BAD,19.0,0.0,2.6,290.0,27.0,1011.8,-0.9
1517140800000000000,0.005,0.021,0.029,0.6,VERY BAD,16.0,0.0,2.5,340.0,26.0,1011.0,0.0
1517144400000000000,0.005,0.019,0.03,0.6,VERY BAD,15.0,0.0,2.5,290.0,22.0,1009.9,0.6
1517148000000000000,0.005,0.018,0.033,0.5,VERY BAD,15.0,0.0,3.0,290.0,20.0,1009.2,0.7
1517151600000000000,0.005,0.02,0.031,0.6,VERY BAD,18.0,0.0,4.3,270.0,23.0,1009.0,-0.1
1517155200000000000,0.005,0.018,0.032,0.5,VERY BAD,17.0,0.0,4.0,290.0,27.0,1009.7,0.0
1517158800000000000,0.005,0.015,0.034,0.4,VERY BAD,15.0,0.0,5.2,320.0,32.0,1010.2,-0.5
1517162400000000000,0.005,0.016,0.033,0.5,VERY BAD,14.0,0.0,3.7,290.0,35.0,1010.2,-1.8
1517166000000000000,0.006,0.015,0.034,0.5,VERY BAD,17.0,0.0,3.6,290.0,31.0,1011.4,-3.5
1517169600000000000,0.006,0.019,0.03,0.5,VERY BAD,19.0,0.0,2.8,290.0,30.0,1011.5,-4.9
1517173200000000000,0.005,0.024,0.025,0.5,VERY BAD,18.0,0.0,3.5,290.0,34.0,1011.9,-5.7
1517176800000000000,0.004,0.021,0.025,0.5,VERY BAD,18.0,0.0,2.5,290.0,40.0,1012.6,-6.7
1517180400000000000,0.005,0.019,0.027,0.5,VERY BAD,18.0,0.0,2.1,290.0,42.0,1012.7,-7.3
1517184000000000000,0.005,0.019,0.026,0.5,VERY BAD,19.0,0.0,0.7,290.0,45.0,1012.4,-7.9
1517187600000000000,0.005,0.019,0.026,0.5,VERY BAD,18.0,0.0,1.3,270.0,47.0,1012.0,-8.4
1517191200000000000,0.005,0.018,0.026,0.5,VERY BAD,21.0,0.0,0.9,270.0,47.0,1012.3,-8.9
1517194800000000000,0.006,0.015,0.028,0.5,VERY BAD,20.0,0.0,2.8,290.0,43.0,1012.3,-9.1
1517198400000000000,0.005,0.015,0.027,0.5,VERY BAD,22.0,0.0,2.5,270.0,45.0,1011.7,-9.4
1517202000000000000,0.005,0.019,0.025,0.5,VERY BAD,20.0,0.0,1.0,320.0,47.0,1011.9,-9.7
1517205600000000000,0.005,0.025,0.02,0.5,VERY BAD,18.0,0.0,1.0,340.0,43.0,1011.9,-10.0
1517209200000000000,0.006,0.032,0.015,0.5,VERY BAD,15.0,0.0,1.6,360.0,37.0,1012.2,-10.2
1517212800000000000,0.006,0.033,0.015,0.5,VERY BAD,14.0,0.0,1.0,360.0,38.0,1012.8,-10.3
1517216400000000000,0.006,0.021,0.022,0.5,VERY BAD,14.0,0.0,2.9,270.0,34.0,1013.4,-9.1
1517220000000000000,0.0069999999999999,0.019,0.026,0.5,VERY BAD,12.0,0.0,3.7,290.0,28.0,1013.6,-5.9
1517223600000000000,0.006,0.017,0.028,0.5,VERY BAD,16.0,0.0,3.6,320.0,24.0,1013.6,-2.9
1517227200000000000,0.006,0.013,0.031,0.4,VERY BAD,15.0,0.0,3.8,290.0,23.0,1013.1,-1.2
1517230800000000000,0.005,0.012,0.034,0.4,VERY BAD,13.0,0.0,4.6,340.0,23.0,1012.2,-0.3
1517234400000000000,0.006,0.015,0.032,0.2,VERY BAD,10.0,0.0,4.5,320.0,23.0,1011.7,0.2
1517238000000000000,0.008,0.013,0.033,0.3,VERY BAD,5.0,0.0,4.5,290.0,27.0,1011.7,0.2
1517241600000000000,0.008,0.015,0.031,0.5,VERY BAD,12.0,0.0,4.3,290.0,28.0,1011.9,-0.2
1517245200000000000,0.0069999999999999,0.026,0.024,0.6,BAD,27.0,0.0,3.6,270.0,30.0,1012.1,-2.1
1517248800000000000,0.005,0.028,0.021,0.5,VERY BAD,20.0,0.0,2.5,270.0,34.0,1012.7,-3.8
1517252400000000000,0.005,0.028,0.021,0.5,VERY BAD,15.0,0.0,3.2,270.0,40.0,1013.4,-5.1
1517256000000000000,0.004,0.025,0.022,0.5,VERY BAD,15.0,0.0,3.8,270.0,41.0,1013.8,-5.9
1517259600000000000,0.004,0.021,0.025,0.4,VERY BAD,15.0,0.0,2.9,320.0,42.0,1014.3,-6.7
1517263200000000000,0.004,0.02,0.026,0.4,VERY BAD,12.0,0.0,3.0,340.0,40.0,1014.6,-7.5
1517266800000000000,0.005,0.02,0.027,0.4,VERY BAD,14.0,0.0,1.6,340.0,41.0,1014.9,-8.2
